ID_Appels,Taxonomie_Code,Taxonomie_Nom,Besoins comble,Raison_besoin_non_comble,ID_Besoins
82885781,BD-1800.2000,Banques alimentaires,False,,23433358
82904648,BD-1800.2000,Banques alimentaires,False,,23438830
82905965,BD-1800.2000,Banques alimentaires,False,,23439493
82907988,BD-1800.2000,Banques alimentaires,False,,23440601
82908109,BD-1800.2000,Banques alimentaires,False,,23442498
82910070,BD-1800.2000,Banques alimentaires,False,,23441858
82913541,BD-1800.2000,Banques alimentaires,False,,23443873
82913785,BD-1800.2000,Banques alimentaires,False,,23444208
82914397,BD-1800.2000,Banques alimentaires,False,,23444505
82915767,BD-1800.2000,Banques alimentaires,False,,23445261
82916624,BD-1800.2000,Banques alimentaires,False,,23445626
82917467,BD-1800.2000,Banques alimentaires,False,,23446198
82919042,BD-1800.2000,Banques alimentaires,False,,23447289
82919933,BD-1800.2000,Banques alimentaires,False,,23447642
82920144,BD-1800.2000,Banques alimentaires,False,,23447848
82921553,BD-1800.2000,Banques alimentaires,False,,23448636
82921919,BD-1800.2000,Banques alimentaires,False,,23449062
82922753,BD-1800.2000,Banques alimentaires,False,,23449541
82923769,BD-1800.2000,Banques alimentaires,False,,23449322
82926439,BD-1800.2000,Banques alimentaires,False,,23450105
82927051,BD-1800.2000,Banques alimentaires,False,,23451922
82929123,BD-1800.2000,Banques alimentaires,False,,23451677
82931955,BD-1800.2000,Banques alimentaires,False,,23453252
82948950,BD-1800.2000,Banques alimentaires,False,,23457955
82949565,BD-1800.2000,Banques alimentaires,False,,23458257
82950348,BD-1800.2000,Banques alimentaires,False,,23458842
82950775,BD-1800.2000,Banques alimentaires,False,,23459376
82951115,BD-1800.2000,Banques alimentaires,False,,23459021
82953950,BD-1800.2000,Banques alimentaires,False,,23460739
82962476,BD-1800.2000,Banques alimentaires,False,,23465333
82962613,BD-1800.2000,Banques alimentaires,False,,23465610
82968083,BD-1800.2000,Banques alimentaires,False,,23468451
82972381,BD-1800.2000,Banques alimentaires,False,,23470575
82989743,BD-1800.2000,Banques alimentaires,False,,23475249
82990780,BD-1800.2000,Banques alimentaires,False,,23475631
82998948,BD-1800.2000,Banques alimentaires,False,,23478829
83001176,BD-1800.2000,Banques alimentaires,False,,23479655
83014883,BD-1800.2000,Banques alimentaires,False,,23482273
83016555,BD-1800.2000,Banques alimentaires,False,,23482771
83021512,BD-1800.2000,Banques alimentaires,False,,23484528
83022183,BD-1800.2000,Banques alimentaires,False,,23484583
83039320,BD-1800.2000,Banques alimentaires,False,,23488384
83041537,BD-1800.2000,Banques alimentaires,False,,23489485
83042593,BD-1800.2000,Banques alimentaires,False,,23490078
83043188,BD-1800.2000,Banques alimentaires,False,,23490574
83043712,BD-1800.2000,Banques alimentaires,False,,23491075
83045101,BD-1800.2000,Banques alimentaires,False,,23491694
83045479,BD-1800.2000,Banques alimentaires,False,,23492476
83047338,BD-1800.2000,Banques alimentaires,False,,23492912
83047619,BD-1800.2000,Banques alimentaires,False,,23493255
83048352,BD-1800.2000,Banques alimentaires,False,,23493537
83049176,BD-1800.2000,Banques alimentaires,False,,23494127
83049310,BD-1800.2000,Banques alimentaires,False,,23494410
83051258,BD-1800.2000,Banques alimentaires,False,,23495469
83053433,BD-1800.2000,Banques alimentaires,False,,23496594
83054214,BD-1800.2000,Banques alimentaires,False,,23497064
83054480,BD-1800.2000,Banques alimentaires,False,,23497460
83056459,BD-1800.2000,Banques alimentaires,False,,23498343
83056974,BD-1800.2000,Banques alimentaires,False,,23498644
83057534,BD-1800.2000,Banques alimentaires,False,,23499157
83060371,BD-1800.2000,Banques alimentaires,False,,23500575
83061017,BD-1800.2000,Banques alimentaires,False,,23501190
83064644,BD-1800.2000,Banques alimentaires,False,,23502971
83067333,BD-1800.2000,Banques alimentaires,False,,23504343
83087504,BD-1800.2000,Banques alimentaires,False,,23510728
83088230,BD-1800.2000,Banques alimentaires,False,,23511064
83089001,BD-1800.2000,Banques alimentaires,False,,23511693
83089062,BD-1800.2000,Banques alimentaires,False,,23511646
83089392,BD-1800.2000,Banques alimentaires,False,,23511856
83090366,BD-1800.2000,Banques alimentaires,False,,23512400
83090547,BD-1800.2000,Banques alimentaires,False,,23512552
83091105,BD-1800.2000,Banques alimentaires,False,,23513028
83092637,BD-1800.2000,Banques alimentaires,False,,23513741
83092658,BD-1800.2000,Banques alimentaires,False,,23513595
83094446,BD-1800.2000,Banques alimentaires,False,,23515140
83096353,BD-1800.2000,Banques alimentaires,False,,23515780
83100316,BD-1800.2000,Banques alimentaires,False,,23518015
83102342,BD-1800.2000,Banques alimentaires,False,,23519209
83104369,BD-1800.2000,Banques alimentaires,False,,23520242
83107803,BD-1800.2000,Banques alimentaires,False,,23522381
83109695,BD-1800.2000,Banques alimentaires,False,,23523460
83110174,BD-1800.2000,Banques alimentaires,False,,23523484
83111088,BD-1800.2000,Banques alimentaires,False,,23524000
83134877,BD-1800.2000,Banques alimentaires,False,,23532227
83136991,BD-1800.2000,Banques alimentaires,False,,23533720
83138934,BD-1800.2000,Banques alimentaires,False,,23534574
83139347,BD-1800.2000,Banques alimentaires,False,,23534965
83140815,BD-1800.2000,Banques alimentaires,False,,23535721
83142334,BD-1800.2000,Banques alimentaires,False,,23536597
83143015,BD-1800.2000,Banques alimentaires,False,,23536910
83146376,BD-1800.2000,Banques alimentaires,False,,23538765
83147197,BD-1800.2000,Banques alimentaires,False,,23539617
83148444,BD-1800.2000,Banques alimentaires,False,,23539897
83148527,BD-1800.2000,Banques alimentaires,False,,23539989
83149537,BD-1800.2000,Banques alimentaires,False,,23541293
83150840,BD-1800.2000,Banques alimentaires,False,,23541365
83151720,BD-1800.2000,Banques alimentaires,False,,23541694
83151863,BD-1800.2000,Banques alimentaires,False,,23541806
83152701,BD-1800.2000,Banques alimentaires,False,,23542324
83156897,BD-1800.2000,Banques alimentaires,False,,23544587
83183166,BD-1800.2000,Banques alimentaires,False,,23553767
83184980,BD-1800.2000,Banques alimentaires,False,,23554811
83193580,BD-1800.2000,Banques alimentaires,False,,23559817
83196578,BD-1800.2000,Banques alimentaires,False,,23561065
83198325,BD-1800.2000,Banques alimentaires,False,,23561970
83201175,BD-1800.2000,Banques alimentaires,False,,23563467
83201257,BD-1800.2000,Banques alimentaires,False,,23563538
83202055,BD-1800.2000,Banques alimentaires,False,,23564037
83202170,BD-1800.2000,Banques alimentaires,False,,23564013
83207746,BD-1800.2000,Banques alimentaires,False,,23567089
83210159,BD-1800.2000,Banques alimentaires,False,,23568480
83235794,BD-1800.2000,Banques alimentaires,False,,23577576
83238415,BD-1800.2000,Banques alimentaires,False,,23578990
83239004,BD-1800.2000,Banques alimentaires,False,,23579266
83240026,BD-1800.2000,Banques alimentaires,False,,23579836
83240441,BD-1800.2000,Banques alimentaires,False,,23580180
83240775,BD-1800.2000,Banques alimentaires,False,,23580082
83241807,BD-1800.2000,Banques alimentaires,False,,23580656
83244979,BD-1800.2000,Banques alimentaires,False,,23582422
83246483,BD-1800.2000,Banques alimentaires,False,,23583612
83246923,BD-1800.2000,Banques alimentaires,False,,23583742
83249280,BD-1800.2000,Banques alimentaires,False,,23585160
83284142,BD-1800.2000,Banques alimentaires,False,,23597273
83285544,BD-1800.2000,Banques alimentaires,False,,23597761
83306081,BD-1800.2000,Banques alimentaires,False,,23603136
83334255,BD-1800.2000,Banques alimentaires,False,,23610885
83334740,BD-1800.2000,Banques alimentaires,False,,23611334
83337885,BD-1800.2000,Banques alimentaires,False,,23612900
83339234,BD-1800.2000,Banques alimentaires,False,,23613823
83340004,BD-1800.2000,Banques alimentaires,False,,23614235
83341973,BD-1800.2000,Banques alimentaires,False,,23615270
83342544,BD-1800.2000,Banques alimentaires,False,,23615511
83342938,BD-1800.2000,Banques alimentaires,False,,23615541
83347423,BD-1800.2000,Banques alimentaires,False,,23618126
83349529,BD-1800.2000,Banques alimentaires,False,,23619325
83351600,BD-1800.2000,Banques alimentaires,False,,23620509
83351641,BD-1800.2000,Banques alimentaires,False,,23620360
83352053,BD-1800.2000,Banques alimentaires,False,,23620689
83354267,BD-1800.2000,Banques alimentaires,False,,23621871
83357628,BD-1800.2000,Banques alimentaires,False,,23623550
83357732,BD-1800.2000,Banques alimentaires,False,,23623437
83378754,BD-1800.2000,Banques alimentaires,False,,23630460
83379935,BD-1800.2000,Banques alimentaires,False,,23630899
83380376,BD-1800.2000,Banques alimentaires,False,,23631372
83380772,BD-1800.2000,Banques alimentaires,False,,23631359
83382469,BD-1800.2000,Banques alimentaires,False,,23632308
83385924,BD-1800.2000,Banques alimentaires,False,,23634403
83386690,BD-1800.2000,Banques alimentaires,False,,23635188
83391862,BD-1800.2000,Banques alimentaires,False,,23638309
83392072,BD-1800.2000,Banques alimentaires,False,,23638005
83394315,BD-1800.2000,Banques alimentaires,False,,23639601
83401472,BD-1800.2000,Banques alimentaires,False,,23643769
83404095,BD-1800.2000,Banques alimentaires,False,,23645139
83404853,BD-1800.2000,Banques alimentaires,False,,23645399
83407304,BD-1800.2000,Banques alimentaires,False,,23646491
83439969,BD-1800.2000,Banques alimentaires,False,,23651595
83440091,BD-1800.2000,Banques alimentaires,False,,23651654
83440884,BD-1800.2000,Banques alimentaires,False,,23652047
83441532,BD-1800.2000,Banques alimentaires,False,,23652774
83442396,BD-1800.2000,Banques alimentaires,False,,23652866
83442635,BD-1800.2000,Banques alimentaires,False,,23653093
83443930,BD-1800.2000,Banques alimentaires,False,,23653667
83445544,BD-1800.2000,Banques alimentaires,False,,23654850
83449702,BD-1800.2000,Banques alimentaires,False,,23657069
83452580,BD-1800.2000,Banques alimentaires,False,,23658682
83456476,BD-1800.2000,Banques alimentaires,False,,23660992
83458353,BD-1800.2000,Banques alimentaires,False,,23662007
83459158,BD-1800.2000,Banques alimentaires,False,,23662352
83460699,BD-1800.2000,Banques alimentaires,False,,23663104
83464878,BD-1800.2000,Banques alimentaires,False,,23665134
83490880,BD-1800.2000,Banques alimentaires,False,,23673911
83491752,BD-1800.2000,Banques alimentaires,False,,23674220
83493662,BD-1800.2000,Banques alimentaires,False,,23675549
83497526,BD-1800.2000,Banques alimentaires,False,,23677555
83499585,BD-1800.2000,Banques alimentaires,False,,23678711
83503743,BD-1800.2000,Banques alimentaires,False,,23681198
83504217,BD-1800.2000,Banques alimentaires,False,,23681541
83505017,BD-1800.2000,Banques alimentaires,False,,23681933
83508506,BD-1800.2000,Banques alimentaires,False,,23683901
83511024,BD-1800.2000,Banques alimentaires,False,,23685240
83514442,BD-1800.2000,Banques alimentaires,False,,23686911
83537518,BD-1800.2000,Banques alimentaires,False,,23695143
83538121,BD-1800.2000,Banques alimentaires,False,,23695463
83544622,BD-1800.2000,Banques alimentaires,False,,23699352
83544699,BD-1800.2000,Banques alimentaires,False,,23699270
83546084,BD-1800.2000,Banques alimentaires,False,,23700199
83547242,BD-1800.2000,Banques alimentaires,False,,23700753
83548032,BD-1800.2000,Banques alimentaires,False,,23701200
83548666,BD-1800.2000,Banques alimentaires,False,,23701580
83548802,BD-1800.2000,Banques alimentaires,False,,23701629
83548902,BD-1800.2000,Banques alimentaires,False,,23701883
83549327,BD-1800.2000,Banques alimentaires,False,,23702134
83549572,BD-1800.2000,Banques alimentaires,False,,23702014
83549606,BD-1800.2000,Banques alimentaires,False,,23702019
83576376,BD-1800.2000,Banques alimentaires,False,,23711505
83580636,BD-1800.2000,Banques alimentaires,False,,23712998
83582721,BD-1800.2000,Banques alimentaires,False,,23713821
83582874,BD-1800.2000,Banques alimentaires,False,,23713906
83582941,BD-1800.2000,Banques alimentaires,False,,23713892
83584295,BD-1800.2000,Banques alimentaires,False,,23714448
83586117,BD-1800.2000,Banques alimentaires,False,,23715196
83586398,BD-1800.2000,Banques alimentaires,False,,23715177
83586664,BD-1800.2000,Banques alimentaires,False,,23715240
83603503,BD-1800.2000,Banques alimentaires,False,,23718880
83603515,BD-1800.2000,Banques alimentaires,False,,23718862
83605386,BD-1800.2000,Banques alimentaires,False,,23719443
83630395,BD-1800.2000,Banques alimentaires,False,,23726456
83634043,BD-1800.2000,Banques alimentaires,False,,23728966
83635400,BD-1800.2000,Banques alimentaires,False,,23729235
83636124,BD-1800.2000,Banques alimentaires,False,,23729716
83636212,BD-1800.2000,Banques alimentaires,False,,23729849
83637446,BD-1800.2000,Banques alimentaires,False,,23730883
83638769,BD-1800.2000,Banques alimentaires,False,,23731158
83638898,BD-1800.2000,Banques alimentaires,False,,23731310
83639325,BD-1800.2000,Banques alimentaires,False,,23731481
83642569,BD-1800.2000,Banques alimentaires,False,,23733271
83644212,BD-1800.2000,Banques alimentaires,False,,23734280
83653938,BD-1800.2000,Banques alimentaires,False,,23740030
83660491,BD-1800.2000,Banques alimentaires,False,,23743180
83679930,BD-1800.2000,Banques alimentaires,False,,23749732
83681432,BD-1800.2000,Banques alimentaires,False,,23750489
83684122,BD-1800.2000,Banques alimentaires,False,,23752079
83684843,BD-1800.2000,Banques alimentaires,False,,23752565
83689851,BD-1800.2000,Banques alimentaires,False,,23755655
83692182,BD-1800.2000,Banques alimentaires,False,,23756728
83693019,BD-1800.2000,Banques alimentaires,False,,23757535
83699449,BD-1800.2000,Banques alimentaires,False,,23760949
83703311,BD-1800.2000,Banques alimentaires,False,,23763878
83726202,BD-1800.2000,Banques alimentaires,False,,23771180
83727534,BD-1800.2000,Banques alimentaires,False,,23771840
83731252,BD-1800.2000,Banques alimentaires,False,,23774092
83733079,BD-1800.2000,Banques alimentaires,False,,23775015
83733116,BD-1800.2000,Banques alimentaires,False,,23775085
83735854,BD-1800.2000,Banques alimentaires,False,,23776540
83740510,BD-1800.2000,Banques alimentaires,False,,23778877
83742650,BD-1800.2000,Banques alimentaires,False,,23780408
83742938,BD-1800.2000,Banques alimentaires,False,,23780268
83744894,BD-1800.2000,Banques alimentaires,False,,23782031
83748744,BD-1800.2000,Banques alimentaires,False,,23783404
83773604,BD-1800.2000,Banques alimentaires,False,,23791631
83775733,BD-1800.2000,Banques alimentaires,False,,23793108
83777689,BD-1800.2000,Banques alimentaires,False,,23794012
83777906,BD-1800.2000,Banques alimentaires,False,,23793968
83782437,BD-1800.2000,Banques alimentaires,False,,23796783
83784743,BD-1800.2000,Banques alimentaires,False,,23797958
83785336,BD-1800.2000,Banques alimentaires,False,,23798289
83785778,BD-1800.2000,Banques alimentaires,False,,23798847
83790825,BD-1800.2000,Banques alimentaires,False,,23801143
83792191,BD-1800.2000,Banques alimentaires,False,,23801816
83794149,BD-1800.2000,Banques alimentaires,False,,23803565
83796432,BD-1800.2000,Banques alimentaires,False,,23804159
83796877,BD-1800.2000,Banques alimentaires,False,,23804438
83799119,BD-1800.2000,Banques alimentaires,False,,23805551
83827224,BD-1800.2000,Banques alimentaires,False,,23816103
83827527,BD-1800.2000,Banques alimentaires,False,,23816432
83829759,BD-1800.2000,Banques alimentaires,False,,23818111
83839812,BD-1800.2000,Banques alimentaires,False,,23823160
83842258,BD-1800.2000,Banques alimentaires,False,,23824575
83843723,BD-1800.2000,Banques alimentaires,False,,23825244
83869772,BD-1800.2000,Banques alimentaires,False,,23833904
83869897,BD-1800.2000,Banques alimentaires,False,,23833859
83873813,BD-1800.2000,Banques alimentaires,False,,23835435
83902110,BD-1800.2000,Banques alimentaires,False,,23843270
83921873,BD-1800.2000,Banques alimentaires,False,,23848506
83925872,BD-1800.2000,Banques alimentaires,False,,23850892
83928202,BD-1800.2000,Banques alimentaires,False,,23852538
83936931,BD-1800.2000,Banques alimentaires,False,,23857191
83946341,BD-1800.2000,Banques alimentaires,False,,23861803
83976315,BD-1800.2000,Banques alimentaires,False,,23872714
83979590,BD-1800.2000,Banques alimentaires,False,,23874447
83981259,BD-1800.2000,Banques alimentaires,False,,23875418
83987865,BD-1800.2000,Banques alimentaires,False,,23879113
83990667,BD-1800.2000,Banques alimentaires,False,,23880594
83993368,BD-1800.2000,Banques alimentaires,False,,23882480
83996104,BD-1800.2000,Banques alimentaires,False,,23883591
83996369,BD-1800.2000,Banques alimentaires,False,,23883868
83999435,BD-1800.2000,Banques alimentaires,False,,23885073
84001380,BD-1800.2000,Banques alimentaires,False,,23885846
84030561,BD-1800.2000,Banques alimentaires,False,,23896705
84035316,BD-1800.2000,Banques alimentaires,False,,23899243
84035584,BD-1800.2000,Banques alimentaires,False,,23899505
84036497,BD-1800.2000,Banques alimentaires,False,,23900021
84037846,BD-1800.2000,Banques alimentaires,False,,23901025
84039921,BD-1800.2000,Banques alimentaires,False,,23901833
84042049,BD-1800.2000,Banques alimentaires,False,,23903037
84042334,BD-1800.2000,Banques alimentaires,False,,23903165
84043311,BD-1800.2000,Banques alimentaires,False,,23903690
84067817,BD-1800.2000,Banques alimentaires,False,,23912263
84068522,BD-1800.2000,Banques alimentaires,False,,23912632
84069651,BD-1800.2000,Banques alimentaires,False,,23913361
84069921,BD-1800.2000,Banques alimentaires,False,,23913432
84073168,BD-1800.2000,Banques alimentaires,False,,23915618
84074386,BD-1800.2000,Banques alimentaires,False,,23916549
84077120,BD-1800.2000,Banques alimentaires,False,,23917648
84078187,BD-1800.2000,Banques alimentaires,False,,23918301
84083913,BD-1800.2000,Banques alimentaires,False,,23921576
84086866,BD-1800.2000,Banques alimentaires,False,,23923542
84088997,BD-1800.2000,Banques alimentaires,False,,23924559
84096247,BD-1800.2000,Banques alimentaires,False,,23928211
84113981,BD-1800.2000,Banques alimentaires,False,,23933145
84120264,BD-1800.2000,Banques alimentaires,False,,23936768
84120572,BD-1800.2000,Banques alimentaires,False,,23936755
84122146,BD-1800.2000,Banques alimentaires,False,,23937790
84123372,BD-1800.2000,Banques alimentaires,False,,23938340
84123797,BD-1800.2000,Banques alimentaires,False,,23938616
84126353,BD-1800.2000,Banques alimentaires,False,,23940701
84126947,BD-1800.2000,Banques alimentaires,False,,23940928
84128942,BD-1800.2000,Banques alimentaires,False,,23941746
84132641,BD-1800.2000,Banques alimentaires,False,,23943672
84133389,BD-1800.2000,Banques alimentaires,False,,23944051
84161844,BD-1800.2000,Banques alimentaires,False,,23953970
84162648,BD-1800.2000,Banques alimentaires,False,,23954262
84163232,BD-1800.2000,Banques alimentaires,False,,23954480
84190015,BD-1800.2000,Banques alimentaires,False,,23961163
84193307,BD-1800.2000,Banques alimentaires,False,,23962204
84213292,BD-1800.2000,Banques alimentaires,False,,23967381
84214156,BD-1800.2000,Banques alimentaires,False,,23968040
84214526,BD-1800.2000,Banques alimentaires,False,,23968283
84215141,BD-1800.2000,Banques alimentaires,False,,23968966
84216917,BD-1800.2000,Banques alimentaires,False,,23969647
84229872,BD-1800.2000,Banques alimentaires,False,,23977458
84233720,BD-1800.2000,Banques alimentaires,False,,23979713
84240866,BD-1800.2000,Banques alimentaires,False,,23983730
84260962,BD-1800.2000,Banques alimentaires,False,,23990089
84262202,BD-1800.2000,Banques alimentaires,False,,23990686
84267457,BD-1800.2000,Banques alimentaires,False,,23993908
84269133,BD-1800.2000,Banques alimentaires,False,,23994969
84269403,BD-1800.2000,Banques alimentaires,False,,23995106
84274714,BD-1800.2000,Banques alimentaires,False,,23998601
84275921,BD-1800.2000,Banques alimentaires,False,,23998873
84276276,BD-1800.2000,Banques alimentaires,False,,23998930
84280075,BD-1800.2000,Banques alimentaires,False,,24001478
84281180,BD-1800.2000,Banques alimentaires,False,,24001767
84313392,BD-1800.2000,Banques alimentaires,False,,24014478
84315311,BD-1800.2000,Banques alimentaires,False,,24015872
84316833,BD-1800.2000,Banques alimentaires,False,,24016525
84317458,BD-1800.2000,Banques alimentaires,False,,24017152
84322286,BD-1800.2000,Banques alimentaires,False,,24019587
84329639,BD-1800.2000,Banques alimentaires,False,,24023577
84330830,BD-1800.2000,Banques alimentaires,False,,24024489
84359771,BD-1800.2000,Banques alimentaires,False,,24035073
84360018,BD-1800.2000,Banques alimentaires,False,,24035503
84361225,BD-1800.2000,Banques alimentaires,False,,24035965
84362484,BD-1800.2000,Banques alimentaires,False,,24036588
84365169,BD-1800.2000,Banques alimentaires,False,,24038088
84365979,BD-1800.2000,Banques alimentaires,False,,24038865
84366309,BD-1800.2000,Banques alimentaires,False,,24038732
84367375,BD-1800.2000,Banques alimentaires,False,,24039339
84373733,BD-1800.2000,Banques alimentaires,False,,24042978
84376094,BD-1800.2000,Banques alimentaires,False,,24044775
84378663,BD-1800.2000,Banques alimentaires,False,,24045723
84380671,BD-1800.2000,Banques alimentaires,False,,24047175
84388420,BD-1800.2000,Banques alimentaires,False,,24050965
84411717,BD-1800.2000,Banques alimentaires,False,,24059035
84412586,BD-1800.2000,Banques alimentaires,False,,24059547
84418111,BD-1800.2000,Banques alimentaires,False,,24062684
84421867,BD-1800.2000,Banques alimentaires,False,,24065069
84459026,BD-1800.2000,Banques alimentaires,False,,24079558
84459540,BD-1800.2000,Banques alimentaires,False,,24079677
84460545,BD-1800.2000,Banques alimentaires,False,,24080317
84461277,BD-1800.2000,Banques alimentaires,False,,24080372
84479755,BD-1800.2000,Banques alimentaires,False,,24084622
84506289,BD-1800.2000,Banques alimentaires,False,,24091695
84506574,BD-1800.2000,Banques alimentaires,False,,24091871
84517120,BD-1800.2000,Banques alimentaires,False,,24097252
84518457,BD-1800.2000,Banques alimentaires,False,,24098043
84549044,BD-1800.2000,Banques alimentaires,False,,24109176
84550441,BD-1800.2000,Banques alimentaires,False,,24109886
84551661,BD-1800.2000,Banques alimentaires,False,,24110794
84551887,BD-1800.2000,Banques alimentaires,False,,24111161
84552171,BD-1800.2000,Banques alimentaires,False,,24110942
84552296,BD-1800.2000,Banques alimentaires,False,,24111164
84552808,BD-1800.2000,Banques alimentaires,False,,24111360
84554655,BD-1800.2000,Banques alimentaires,False,,24112503
84560976,BD-1800.2000,Banques alimentaires,False,,24115713
84563327,BD-1800.2000,Banques alimentaires,False,,24117177
84570358,BD-1800.2000,Banques alimentaires,False,,24121336
84571937,BD-1800.2000,Banques alimentaires,False,,24121849
84573809,BD-1800.2000,Banques alimentaires,False,,24122765
84596387,BD-1800.2000,Banques alimentaires,False,,24130437
84599551,BD-1800.2000,Banques alimentaires,False,,24132263
84601771,BD-1800.2000,Banques alimentaires,False,,24133590
84603394,BD-1800.2000,Banques alimentaires,False,,24134704
84604582,BD-1800.2000,Banques alimentaires,False,,24135304
84607441,BD-1800.2000,Banques alimentaires,False,,24137176
84613109,BD-1800.2000,Banques alimentaires,False,,24140385
84615481,BD-1800.2000,Banques alimentaires,False,,24141573
84622904,BD-1800.2000,Banques alimentaires,False,,24145577
84624870,BD-1800.2000,Banques alimentaires,False,,24146582
84646744,BD-1800.2000,Banques alimentaires,False,,24153951
84647358,BD-1800.2000,Banques alimentaires,False,,24154620
84647377,BD-1800.2000,Banques alimentaires,False,,24154356
84650050,BD-1800.2000,Banques alimentaires,False,,24156063
84650910,BD-1800.2000,Banques alimentaires,False,,24156480
84651617,BD-1800.2000,Banques alimentaires,False,,24156952
84657919,BD-1800.2000,Banques alimentaires,False,,24161047
84660081,BD-1800.2000,Banques alimentaires,False,,24162160
84667615,BD-1800.2000,Banques alimentaires,False,,24166518
84695378,BD-1800.2000,Banques alimentaires,False,,24176531
84695908,BD-1800.2000,Banques alimentaires,False,,24177084
84698469,BD-1800.2000,Banques alimentaires,False,,24178308
84699787,BD-1800.2000,Banques alimentaires,False,,24179280
84705496,BD-1800.2000,Banques alimentaires,False,,24182328
84707704,BD-1800.2000,Banques alimentaires,False,,24183969
84709413,BD-1800.2000,Banques alimentaires,False,,24184410
84709976,BD-1800.2000,Banques alimentaires,False,,24185041
84711323,BD-1800.2000,Banques alimentaires,False,,24185513
84712319,BD-1800.2000,Banques alimentaires,False,,24186201
84717926,BD-1800.2000,Banques alimentaires,False,,24189248
84720480,BD-1800.2000,Banques alimentaires,False,,24190612
84772155,BD-1800.2000,Banques alimentaires,False,,24206238
84779605,BD-1800.2000,Banques alimentaires,False,,24208933
84799276,BD-1800.2000,Banques alimentaires,False,,24214008
84804680,BD-1800.2000,Banques alimentaires,False,,24216905
84810625,BD-1800.2000,Banques alimentaires,False,,24220753
84826811,BD-1800.2000,Banques alimentaires,False,,24229407
84853977,BD-1800.2000,Banques alimentaires,False,,24239182
84854304,BD-1800.2000,Banques alimentaires,False,,24239574
84859440,BD-1800.2000,Banques alimentaires,False,,24242428
84872982,BD-1800.2000,Banques alimentaires,False,,24249862
84873068,BD-1800.2000,Banques alimentaires,False,,24249821
84904122,BD-1800.2000,Banques alimentaires,False,,24261388
84906742,BD-1800.2000,Banques alimentaires,False,,24262938
84908269,BD-1800.2000,Banques alimentaires,False,,24263697
84914318,BD-1800.2000,Banques alimentaires,False,,24267052
84917280,BD-1800.2000,Banques alimentaires,False,,24268942
84918646,BD-1800.2000,Banques alimentaires,False,,24269390
84922716,BD-1800.2000,Banques alimentaires,False,,24271627
84924894,BD-1800.2000,Banques alimentaires,False,,24272836
84949595,BD-1800.2000,Banques alimentaires,False,,24280855
84961679,BD-1800.2000,Banques alimentaires,False,,24287902
84965657,BD-1800.2000,Banques alimentaires,False,,24290467
84972061,BD-1800.2000,Banques alimentaires,False,,24293473
84972234,BD-1800.2000,Banques alimentaires,False,,24293518
84973208,BD-1800.2000,Banques alimentaires,False,,24294196
84977180,BD-1800.2000,Banques alimentaires,False,,24296059
84977267,BD-1800.2000,Banques alimentaires,False,,24296098
84998610,BD-1800.2000,Banques alimentaires,False,,24302776
84999911,BD-1800.2000,Banques alimentaires,False,,24303935
